nome_geografico,categoria,classe,uf,latitude,longitude
Acioli,LOC,Vila,ES,-196.562,-404.637
Aeródromo Alvino Covre,TRA,Pista_Ponto_Pouso,ES,-184.613,-401.808
Aeródromo Baixo Guandu - Aimorés,TRA,Pista_Ponto_Pouso,ES,-194.995,-410.362
Aeródromo Cachoeiro de Itapemirim,TRA,Pista_Ponto_Pouso,ES,-208.296,-411.818
Aeródromo Colatina,TRA,Pista_Ponto_Pouso,ES,-194.908,-405.736
Aeródromo Eurico de Aguiar Salles,TRA,Pista_Ponto_Pouso,ES,-20.25,-402.815
Aeródromo Fazenda XV de Outubro,TRA,Pista_Ponto_Pouso,ES,-194.624,-406.677
Aeródromo Guarapari,TRA,Pista_Ponto_Pouso,ES,-206.421,-404.879
Aeródromo João Monteiro,TRA,Pista_Ponto_Pouso,ES,-204.192,-403.307
Aeródromo Municipal de Linhares,TRA,Pista_Ponto_Pouso,ES,-193.605,-400.736
Aeródromo Primo Bitti,TRA,Pista_Ponto_Pouso,ES,-198.211,-400.965
Aeródromo São Mateus,TRA,Pista_Ponto_Pouso,ES,-18.725,-398.396
Afonso Cláudio,LOC,Area_Edificada,ES,-200.772,-41.123
Afonso Claúdio,LOC,Cidade,ES,-200.778,-411.249
Aghá,LOC,Area_Edificada,ES,-208.596,-40.756
Aghá,LOC,Vila,ES,-208.603,-407.567
Agropecuária Queimados,ECO,Edif_Agropec_Ext_Vegetal_Pesca,ES,-201.902,-403.783
Agrovila do PA Córrego da Lage,LOC,Aglomerado_Rural_Isolado,ES,-180.296,-406.386
Agrovila do PA Córrego da Lage,LOC,Area_Edificada,ES,-180.297,-406.381
Agrovila do PA Floresta,LOC,Aglomerado_Rural_Isolado,ES,-206.882,-415.803
Agrovila do PA Floresta,LOC,Area_Edificada,ES,-206.881,-415.805
Agrovila do PA Miragem,LOC,Area_Edificada,ES,-184.277,-407.878
Agrovila do PA Miragem,LOC,Aglomerado_Rural_Isolado,ES,-184.273,-407.882
Agrovila do PA Nova Esperança,LOC,Aglomerado_Rural_Isolado,ES,-196.467,-400.622
Agrovila do PA Nova Esperança,LOC,Area_Edificada,ES,-196.476,-400.625
Água Boa,LOC,Area_Urbana_Isolada,ES,-179.819,-403.971
Água Boa,LOC,Area_Edificada,ES,-179.814,-403.971
Água Doce do Norte,LOC,Cidade,ES,-185.482,-409.798
Água Doce do Norte,LOC,Area_Edificada,ES,-185.481,-409.798
Água Limpa,LOC,Area_Urbana_Isolada,ES,-189.333,-399.736
Água Limpa,LOC,Area_Edificada,ES,-189.341,-399.731
Água Limpa,LOC,Aglomerado_Rural_Isolado,ES,-188.682,-406.713
Água Preta,LOC,Aglomerado_Rural_Isolado,ES,-18.253,-39.892
Águas Claras,LOC,Vila,ES,-188.941,-408.209
Águia Branca,LOC,Cidade,ES,-18.985,-407.399
Águia Branca,LOC,Area_Edificada,ES,-189.857,-407.396
Airituba,LOC,Vila,ES,-209.452,-416.882
Airituba,LOC,Area_Edificada,ES,-209.444,-416.885
Alcon,ENC,Termeletrica,ES,-184.567,-399.471
Alcon,ENC,Est_Gerad_Energia_Eletrica,ES,-184.567,-399.471
Aldeia Indígena Comboios,LOC,Aglomerado_Rural_Isolado,ES,-197.452,-400.096
Aldeia Indígena de Caieiras Velha,LOC,Aglomerado_Rural_Isolado,ES,-199.202,-401.753
Aldeia Indígena Irajá,LOC,Aglomerado_Rural_Isolado,ES,-19.902,-402.231
Aldeia Indígena Pau Brasil,LOC,Aglomerado_Rural_Isolado,ES,-198.524,-401.311
Alegre,LOC,Cidade,ES,-207.636,-415.352
Alegre,LOC,Area_Edificada,ES,-207.637,-415.351
Alfredo Chaves,LOC,Cidade,ES,-20.638,-407.488
Alfredo Chaves,LOC,Area_Edificada,ES,-206.375,-407.488
Alta São Vicente,LOC,Aglomerado_Rural_Isolado,ES,-208.247,-409.366
Alto Calçado,LOC,Area_Edificada,ES,-20.946,-416.208
Alto Calçado,LOC,Vila,ES,-20.946,-416.211
Alto Caldeirão,LOC,Vila,ES,-199.556,-407.414
Alto Castelinho,LOC,Area_Edificada,ES,-20.521,-409.859
Alto Castelinho,LOC,Vila,ES,-20.521,-409.858
Alto Caxixe,LOC,Vila,ES,-204.081,-410.819
Alto Caxixe,LOC,Area_Edificada,ES,-20.406,-410.813
Alto Corumbá,ECO,Ext_Mineral,ES,-205.449,-411.404
Alto Gironda,ECO,Ext_Mineral,ES,-207.174,-410.963
Alto Gironda,ECO,Ext_Mineral,ES,-207.085,-410.835
Alto Itaoca,ECO,Ext_Mineral,ES,-207.362,-411.133
Alto Jatibocas,LOC,Area_Urbana_Isolada,ES,-20,-408.912
Alto Jetibá,LOC,Aglomerado_Rural_Isolado,ES,-201.411,-407.261
Alto Moledo,ECO,Ext_Mineral,ES,-207.574,-411.098
Alto Muniz,LOC,Aglomerado_Rural_Isolado,ES,-189.084,-407.038
Alto Mutum Preto,LOC,Vila,ES,-192.703,-409.096
Alto Norte,LOC,Vila,ES,-202.405,-414.032
Alto Paraju,LOC,Aglomerado_Rural_Isolado,ES,-203.272,-408.532
Alto Pongal,LOC,Vila,ES,-207.285,-407.778
Alto Pongal,LOC,Area_Edificada,ES,-207.266,-40.779
Alto Rio Novo,LOC,Area_Edificada,ES,-190.585,-410.186
Alto Rio Novo,LOC,Cidade,ES,-19.058,-410.183
Alto Rio Possmoser,LOC,Area_Urbana_Isolada,ES,-200.672,-408.406
Alto Rio Possmoser,LOC,Area_Edificada,ES,-200.671,-408.403
Alto Santa Maria,LOC,Vila,ES,-19.896,-407.629
Alto Santa Maria,LOC,Area_Urbana_Isolada,ES,-201.125,-408.321
Alto Santa Maria,LOC,Area_Edificada,ES,-198.965,-407.621
Alto SãoJosé,LOC,Area_Urbana_Isolada,ES,-208.897,-41.205
Alto São Sebastião,LOC,Aglomerado_Rural_Isolado,ES,-200.186,-40.79
Alto Silveira,LOC,Aglomerado_Rural_Isolado,ES,-20.203,-413.878
Alto Tijuco Preto - Fazenda Retz,LOC,Aglomerado_Rural_Isolado,ES,-202.189,-409.423
Alto Toledo,ECO,Ext_Mineral,ES,-207.312,-411.204
Amarelos,LOC,Aglomerado_Rural_Isolado,ES,-205.209,-404.817
Anchieta,LOC,Area_Edificada,ES,-20.811,-40.635
Anchieta,LOC,Cidade,ES,-208.071,-406.412
Ângelo Frechiani,LOC,Vila,ES,-193.103,-406.861
Anutiba,LOC,Area_Edificada,ES,-206.095,-414.524
Anutiba,LOC,Vila,ES,-206.101,-414.517
Aparecida,LOC,Aglomerado_Rural_Isolado,ES,-204.512,-406.899
Apiacá,LOC,Cidade,ES,-211.546,-415.666
Apiacá,LOC,Area_Edificada,ES,-211.556,-41.568
Araçatiba,LOC,Area_Edificada,ES,-204.626,-404.889
Araçatiba,LOC,Vila,ES,-204.624,-404.889
Aracê,LOC,Vila,ES,-203.927,-409.996
Aracruz,LOC,Cidade,ES,-198.188,-402.732
Aracruz,LOC,Area_Edificada,ES,-198.214,-402.726
Araguaia,LOC,Vila,ES,-204.934,-407.722
Araguaia,LOC,Area_Edificada,ES,-204.931,-407.719
Araraí,LOC,Vila,ES,-205.926,-415.557
Araribóia,LOC,Aglomerado_Rural_Isolado,ES,-190.501,-402.941
Área especial Marcopolo,LOC,Area_Urbana_Isolada,ES,-186.489,-398.758
Areal do Bebedouro,LOC,Aglomerado_Rural_Isolado,ES,-194.789,-400.723
Argolas,LOC,Vila,ES,-203.331,-403.349
Arraial do Jabuti,LOC,Aglomerado_Rural_Isolado,ES,-20.628,-405.833
Arroio das Pedras,LOC,Aglomerado_Rural_Isolado,ES,-207.827,-40.967
Assentamento Bela Vista,LOC,Aglomerado_Rural_Isolado,ES,-182.099,-402.448
Assentamento Celestino,LOC,Aglomerado_Rural_Isolado,ES,-184.596,-404.858
Assentamento Nova Vitória,LOC,Aglomerado_Rural_Isolado,ES,-184.006,-402.549
Assentamento Otaviano Rodrigues de Carvalho,LOC,Aglomerado_Rural_Isolado,ES,-182.511,-404.881
Assentamento Valdício Barbosa dos Santos,LOC,Aglomerado_Rural_Isolado,ES,-183.027,-398.791
Associação Cemitério de São Roque,ASB,Cemiterio,ES,-197.364,-406.572
Associação de Cemitério de Santa Luzia,ASB,Cemiterio,ES,-197.967,-407.316
Associação de Cemitério de São Jacinto,ASB,Cemiterio,ES,-197.214,-406.097
Associação do Cemitério de São Dalmácio,ASB,Cemiterio,ES,-197.613,-406.458
Assunção,LOC,Aglomerado_Rural_Isolado,ES,-202.353,-413.655
Atílio Vivácqua,LOC,Cidade,ES,-209.178,-411.931
Atílio Vivácqua,LOC,Area_Edificada,ES,-209.173,-411.926
Bagueira,LOC,Area_Edificada,ES,-193.578,-401.844
Bagueira,LOC,Area_Urbana_Isolada,ES,-19.356,-401.852
Baía de Vitória,HID,Trecho_Massa_Dagua,ES,-202.968,-403.546
Baía Guarapari,HID,Trecho_Massa_Dagua,ES,-20.677,-405.282
Baia Nova,LOC,Aglomerado_Rural_Isolado,ES,-204.999,-405.854
Bairro Arariguaba,ECO,Ext_Mineral,ES,-208.639,-410.998
Bairro Coqueiral,LOC,Area_Edificada,ES,-199.312,-401.421
Bairro Luiz Iglesias,LOC,Aglomerado_Rural_Isolado,ES,-195.437,-406.695
Baixo Guandu,LOC,Cidade,ES,-195.129,-410.183
Baixo Guandu,LOC,Area_Edificada,ES,-195.137,-410.149
Baixo Quartel,LOC,Area_Urbana_Isolada,ES,-195.386,-400.893
Baixo Quartel,LOC,Area_Edificada,ES,-195.394,-400.889
Baixo Sossego,LOC,Area_Urbana_Isolada,ES,-199.047,-408.955
Baixo Sossego,LOC,Area_Edificada,ES,-199.054,-408.955
Bananal do Sul,LOC,Aglomerado_Rural_Isolado,ES,-195.194,-399.774
Barcelos,LOC,Area_Urbana_Isolada,ES,-202.758,-410.632
Barcelos,LOC,Area_Edificada,ES,-202.763,-410.629
Barracão do Rio Possmoser,LOC,Aglomerado_Rural_Isolado,ES,-200.593,-408.901
Barra de Novo Brasil,LOC,Aglomerado_Rural_Isolado,ES,-191.481,-404.864
Barra de São Francisco,LOC,Area_Edificada,ES,-18.755,-408.923
Barra de São Francisco,LOC,Cidade,ES,-187.575,-408.903
Barra do Itapemirim,LOC,Vila,ES,-210.077,-408.102
Barra do Limoeiro,LOC,Area_Urbana_Isolada,ES,-199.027,-408.552
Barra do Mangaraí,LOC,Aglomerado_Rural_Isolado,ES,-201.346,-404.391
Barra do Riacho,TRA,Edif_Const_Portuaria,ES,-198.396,-400.572
Barra do Riacho,LOC,Area_Edificada,ES,-19.826,-400.636
Barra do Riacho,LOC,Area_Urbana_Isolada,ES,-198.267,-400.632
Barra do Sahy,LOC,Area_Edificada,ES,-198.824,-400.894
Barra do Sahy,LOC,Aglomerado_Rural_Isolado,ES,-198.771,-400.856
Barra do Santa Rosa,LOC,Aglomerado_Rural_Isolado,ES,-19.73,-410.474
Barra do Sertão,LOC,Aglomerado_Rural_Isolado,ES,-189.101,-407.831
Barra do Taquaral,LOC,Aglomerado_Rural_Isolado,ES,-197.923,-410.358
Barra do Tijuco Preto,LOC,Aglomerado_Rural_Isolado,ES,-202.902,-408.908
Barra do Triunfo,LOC,Aglomerado_Rural_Isolado,ES,-196.976,-405.008
Barragem Calheiros,HID,Barragem,ES,-209.866,-417.106
Barragem Franca Amaral,HID,Barragem,ES,-210.724,-417.218
Barragem Francisco Gross (Antiga Santa Fé),HID,Barragem,ES,-206.963,-415.159
Barragem Fruteiras,HID,Barragem,ES,-206.959,-410.814
Barragem Ilha da Luz,HID,Barragem,ES,-208.362,-411.198
Barragem Mascarenhas,HID,Barragem,ES,-195.002,-409.184
Barragem Pedra do Garrafão,HID,Barragem,ES,-21.199,-413.761
Barragem Pirapetinga,HID,Barragem,ES,-211.072,-417.285
Barragem Rio Bonito,HID,Barragem,ES,-200.603,-406.428
Barragem Rosal,HID,Barragem,ES,-209.172,-417.221
Barragem São João,HID,Barragem,ES,-20.508,-412.806
Barragem São Joaquim,HID,Barragem,ES,-206.036,-408.055
Barragem São Pedro,HID,Barragem,ES,-203.282,-406.366
Barragem São Simão,HID,Barragem,ES,-206.184,-414.847
Barragem Suiça,HID,Barragem,ES,-200.831,-405.768
Barra Nova,LOC,Vila,ES,-187.391,-397.539
Barra Nova,LOC,Area_Edificada,ES,-187.407,-397.579
Barra Seca,LOC,Aglomerado_Rural_Isolado,ES,-191.204,-397.245
Barra Seca,LOC,Vila,ES,-18.982,-399.955
Barra Seca,LOC,Area_Edificada,ES,-189.822,-399.943
Barreiras,LOC,Aglomerado_Rural_Isolado,ES,-186.262,-397.459
Barro Branco,LOC,Aglomerado_Rural_Isolado,ES,-205.471,-404.842
Barro Roxo,LOC,Aglomerado_Rural_Isolado,ES,-190.962,-402.167
Baunilha,LOC,Area_Edificada,ES,-195.686,-405.042
Baunilha,LOC,Vila,ES,-195.687,-405.045
Bebedouro,LOC,Vila,ES,-194.707,-401.134
Bebedouro,LOC,Area_Edificada,ES,-194.699,-401.152
Bela Vista,LOC,Area_Urbana_Isolada,ES,-18.553,-402.231
Belem,LOC,Aglomerado_Rural_Isolado,ES,-207.918,-410.016
Belo Horizonte,LOC,Aglomerado_Rural_Isolado,ES,-207.418,-406.095
Biriricas,LOC,Vila,ES,-203.079,-405.826
Boa Esperança,LOC,Aglomerado_Rural_Isolado,ES,-211.473,-40.984
Boa Esperança,LOC,Aglomerado_Rural_Isolado,ES,-205.908,-405.678
Boa Esperança,LOC,Aglomerado_Rural_Isolado,ES,-205.064,-414.038
Boa Esperança,LOC,Cidade,ES,-185.389,-402.967
Boa Esperança,LOC,Area_Edificada,ES,-185.403,-402.965
Boapaba,LOC,Vila,ES,-196.343,-406.192
Boa Vista,LOC,Area_Urbana_Isolada,ES,-188.198,-407.593
Boa Vista,LOC,Area_Edificada,ES,-211.653,-409.095
Boa Vista,LOC,Area_Edificada,ES,-188.206,-40.76
Boa Vista,LOC,Aglomerado_Rural_Isolado,ES,-211.676,-409.124
Bom Destino,LOC,Aglomerado_Rural_Isolado,ES,-207.695,-408.305
Bom Destino,LOC,Aglomerado_Rural_Isolado,ES,-184.295,-409.832
Bom Jesus,LOC,Aglomerado_Rural_Isolado,ES,-204.561,-406.299
Bom Jesus do Norte,LOC,Area_Edificada,ES,-211.252,-416.713
Bom Jesus do Norte,LOC,Cidade,ES,-211.256,-416.725
Bom Será,LOC,Aglomerado_Rural_Isolado,ES,-209.611,-408.884
Bonsucesso,LOC,Vila,ES,-209.813,-415.595
BR-101,TRA,Trecho_Rodoviario,ES,-202.896,-403.918
BR-101,TRA,Trecho_Rodoviario,ES,-202.581,-403.774
BR-101,TRA,Trecho_Rodoviario,ES,-202.554,-403.754
BR-101,TRA,Trecho_Rodoviario,ES,-203.011,-403.953
BR-101,TRA,Trecho_Rodoviario,ES,-202.958,-403.937
BR-101,TRA,Trecho_Rodoviario,ES,-202.957,-403.937
BR-101,TRA,Trecho_Rodoviario,ES,-193.853,-400.673
BR-101,TRA,Trecho_Rodoviario,ES,-193.833,-400.671
BR-101,TRA,Trecho_Rodoviario,ES,-193.813,-400.669
BR-101,TRA,Trecho_Rodoviario,ES,-193.859,-400.674
BR-101,TRA,Trecho_Rodoviario,ES,-193.855,-400.673
BR-101,TRA,Trecho_Rodoviario,ES,-182.705,-399.596
BR-101,TRA,Trecho_Rodoviario,ES,-182.612,-399.554
BR-101,TRA,Trecho_Rodoviario,ES,-184.171,-399.361
BR-101,TRA,Trecho_Rodoviario,ES,-192.084,-40.095
BR-101,TRA,Trecho_Rodoviario,ES,-183.987,-399.393
BR-101,TRA,Trecho_Rodoviario,ES,-210.811,-412.374
BR-101,TRA,Trecho_Rodoviario,ES,-199.308,-40.406
BR-101,TRA,Trecho_Rodoviario,ES,-210.777,-412.312
BR-101,TRA,Trecho_Rodoviario,ES,-202.304,-402.731
BR-101,TRA,Trecho_Rodoviario,ES,-199.305,-404.062
BR-101,TRA,Trecho_Rodoviario,ES,-197.629,-403.744
BR-101,TRA,Trecho_Rodoviario,ES,-201.801,-402.652
BR-101,TRA,Trecho_Rodoviario,ES,-201.793,-402.653
BR-101,TRA,Trecho_Rodoviario,ES,-20.937,-410.816
BR-101,TRA,Trecho_Rodoviario,ES,-209.326,-410.793
BR-101,TRA,Trecho_Rodoviario,ES,-190.303,-400.193
BR-101,TRA,Trecho_Rodoviario,ES,-18.995,-400.025
BR-101,TRA,Trecho_Rodoviario,ES,-208.658,-40.912
BR-101,TRA,Trecho_Rodoviario,ES,-20.866,-409.028
BR-101,TRA,Trecho_Rodoviario,ES,-201.822,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-202.833,-403.932
BR-101,TRA,Trecho_Rodoviario,ES,-208.573,-408.766
BR-101,TRA,Trecho_Rodoviario,ES,-184.289,-399.344
BR-101,TRA,Trecho_Rodoviario,ES,-183.014,-399.575
BR-101,TRA,Trecho_Rodoviario,ES,-200.164,-404.039
BR-101,TRA,Trecho_Rodoviario,ES,-194.073,-400.641
BR-101,TRA,Trecho_Rodoviario,ES,-193.896,-400.676
BR-101,TRA,Trecho_Rodoviario,ES,-193.499,-400.635
BR-101,TRA,Trecho_Rodoviario,ES,-200.151,-404.043
BR-101,TRA,Trecho_Rodoviario,ES,-205.227,-404.786
BR-101,TRA,Trecho_Rodoviario,ES,-205.729,-404.849
BR-101,TRA,Trecho_Rodoviario,ES,-205.023,-40.475
BR-101,TRA,Trecho_Rodoviario,ES,-199.518,-404.089
BR-101,TRA,Trecho_Rodoviario,ES,-199.665,-404.064
BR-101,TRA,Trecho_Rodoviario,ES,-193.357,-40.067
BR-101,TRA,Trecho_Rodoviario,ES,-193.233,-400.735
BR-101,TRA,Trecho_Rodoviario,ES,-193.233,-400.735
BR-101,TRA,Trecho_Rodoviario,ES,-193.255,-400.725
BR-101,TRA,Trecho_Rodoviario,ES,-193.258,-400.723
BR-101,TRA,Trecho_Rodoviario,ES,-193.441,-400.637
BR-101,TRA,Trecho_Rodoviario,ES,-193.796,-400.667
BR-101,TRA,Trecho_Rodoviario,ES,-193.684,-400.655
BR-101,TRA,Trecho_Rodoviario,ES,-193.547,-40.064
BR-101,TRA,Trecho_Rodoviario,ES,-202.117,-402.697
BR-101,TRA,Trecho_Rodoviario,ES,-198.923,-404.126
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.738
BR-101,TRA,Trecho_Rodoviario,ES,-202.298,-402.727
BR-101,TRA,Trecho_Rodoviario,ES,-202.596,-403.777
BR-101,TRA,Trecho_Rodoviario,ES,-202.977,-403.946
BR-101,TRA,Trecho_Rodoviario,ES,-193.801,-400.668
BR-101,TRA,Trecho_Rodoviario,ES,-202.294,-402.818
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.786
BR-101,TRA,Trecho_Rodoviario,ES,-202.316,-402.782
BR-101,TRA,Trecho_Rodoviario,ES,-193.871,-400.675
BR-101,TRA,Trecho_Rodoviario,ES,-201.901,-402.683
BR-101,TRA,Trecho_Rodoviario,ES,-201.898,-402.684
BR-101,TRA,Trecho_Rodoviario,ES,-201.822,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-19.388,-400.676
BR-101,TRA,Trecho_Rodoviario,ES,-206.274,-40.528
BR-101,TRA,Trecho_Rodoviario,ES,-193.947,-400.653
BR-101,TRA,Trecho_Rodoviario,ES,-193.958,-400.646
BR-101,TRA,Trecho_Rodoviario,ES,-197.476,-403.777
BR-101,TRA,Trecho_Rodoviario,ES,-198.297,-403.709
BR-101,TRA,Trecho_Rodoviario,ES,-198.263,-403.691
BR-101,TRA,Trecho_Rodoviario,ES,-198.225,-40.37
BR-101,TRA,Trecho_Rodoviario,ES,-19.758,-403.796
BR-101,TRA,Trecho_Rodoviario,ES,-19.874,-404.134
BR-101,TRA,Trecho_Rodoviario,ES,-193.276,-400.714
BR-101,TRA,Trecho_Rodoviario,ES,-19.755,-403.801
BR-101,TRA,Trecho_Rodoviario,ES,-193.209,-400.745
BR-101,TRA,Trecho_Rodoviario,ES,-198.702,-40.41
BR-101,TRA,Trecho_Rodoviario,ES,-197.496,-403.794
BR-101,TRA,Trecho_Rodoviario,ES,-189.044,-39.959
BR-101,TRA,Trecho_Rodoviario,ES,-189.008,-399.573
BR-101,TRA,Trecho_Rodoviario,ES,-19.398,-400.633
BR-101,TRA,Trecho_Rodoviario,ES,-194.055,-400.617
BR-101,TRA,Trecho_Rodoviario,ES,-202.232,-402.704
BR-101,TRA,Trecho_Rodoviario,ES,-192.032,-400.955
BR-101,TRA,Trecho_Rodoviario,ES,-202.182,-403.542
BR-101,TRA,Trecho_Rodoviario,ES,-191.876,-400.946
BR-101,TRA,Trecho_Rodoviario,ES,-191.909,-400.949
BR-101,TRA,Trecho_Rodoviario,ES,-191.961,-400.953
BR-101,TRA,Trecho_Rodoviario,ES,-191.889,-400.947
BR-101,TRA,Trecho_Rodoviario,ES,-20.628,-405.326
BR-101,TRA,Trecho_Rodoviario,ES,-193.846,-400.672
BR-101,TRA,Trecho_Rodoviario,ES,-191.882,-400.946
BR-101,TRA,Trecho_Rodoviario,ES,-19.188,-400.946
BR-101,TRA,Trecho_Rodoviario,ES,-195.816,-401.884
BR-101,TRA,Trecho_Rodoviario,ES,-195.848,-401.898
BR-101,TRA,Trecho_Rodoviario,ES,-195.869,-401.908
BR-101,TRA,Trecho_Rodoviario,ES,-195.878,-401.914
BR-101,TRA,Trecho_Rodoviario,ES,-193.699,-400.657
BR-101,TRA,Trecho_Rodoviario,ES,-202.932,-403.926
BR-101,TRA,Trecho_Rodoviario,ES,-193.181,-400.756
BR-101,TRA,Trecho_Rodoviario,ES,-195.945,-401.978
BR-101,TRA,Trecho_Rodoviario,ES,-206.281,-405.292
BR-101,TRA,Trecho_Rodoviario,ES,-203.071,-403.949
BR-101,TRA,Trecho_Rodoviario,ES,-203.092,-403.948
BR-101,TRA,Trecho_Rodoviario,ES,-203.104,-40.395
BR-101,TRA,Trecho_Rodoviario,ES,-20.312,-403.954
BR-101,TRA,Trecho_Rodoviario,ES,-203.154,-403.957
BR-101,TRA,Trecho_Rodoviario,ES,-192.005,-400.957
BR-101,TRA,Trecho_Rodoviario,ES,-203.171,-40.396
BR-101,TRA,Trecho_Rodoviario,ES,-203.192,-403.963
BR-101,TRA,Trecho_Rodoviario,ES,-20.322,-403.953
BR-101,TRA,Trecho_Rodoviario,ES,-195.958,-40.199
BR-101,TRA,Trecho_Rodoviario,ES,-201.437,-402.911
BR-101,TRA,Trecho_Rodoviario,ES,-208.825,-409.784
BR-101,TRA,Trecho_Rodoviario,ES,-188.167,-399.031
BR-101,TRA,Trecho_Rodoviario,ES,-188.096,-398.978
BR-101,TRA,Trecho_Rodoviario,ES,-203.333,-404.006
BR-101,TRA,Trecho_Rodoviario,ES,-205.214,-404.783
BR-101,TRA,Trecho_Rodoviario,ES,-203.346,-404.013
BR-101,TRA,Trecho_Rodoviario,ES,-205.132,-404.768
BR-101,TRA,Trecho_Rodoviario,ES,-184.769,-399.255
BR-101,TRA,Trecho_Rodoviario,ES,-187.264,-398.598
BR-101,TRA,Trecho_Rodoviario,ES,-203.348,-404.014
BR-101,TRA,Trecho_Rodoviario,ES,-193.754,-400.663
BR-101,TRA,Trecho_Rodoviario,ES,-193.754,-400.663
BR-101,TRA,Trecho_Rodoviario,ES,-203.353,-404.016
BR-101,TRA,Trecho_Rodoviario,ES,-193.772,-400.665
BR-101,TRA,Trecho_Rodoviario,ES,-193.789,-400.667
BR-101,TRA,Trecho_Rodoviario,ES,-193.813,-400.669
BR-101,TRA,Trecho_Rodoviario,ES,-183.121,-399.553
BR-101,TRA,Trecho_Rodoviario,ES,-187.267,-398.598
BR-101,TRA,Trecho_Rodoviario,ES,-203.353,-404.016
BR-101,TRA,Trecho_Rodoviario,ES,-203.359,-40.402
BR-101,TRA,Trecho_Rodoviario,ES,-203.359,-40.402
BR-101,TRA,Trecho_Rodoviario,ES,-203.369,-404.025
BR-101,TRA,Trecho_Rodoviario,ES,-201.433,-402.913
BR-101,TRA,Trecho_Rodoviario,ES,-203.387,-404.034
BR-101,TRA,Trecho_Rodoviario,ES,-203.423,-404.055
BR-101,TRA,Trecho_Rodoviario,ES,-201.419,-402.919
BR-101,TRA,Trecho_Rodoviario,ES,-184.016,-399.383
BR-101,TRA,Trecho_Rodoviario,ES,-195.274,-401.523
BR-101,TRA,Trecho_Rodoviario,ES,-195.936,-401.969
BR-101,TRA,Trecho_Rodoviario,ES,-195.967,-401.999
BR-101,TRA,Trecho_Rodoviario,ES,-201.387,-402.923
BR-101,TRA,Trecho_Rodoviario,ES,-203.397,-404.039
BR-101,TRA,Trecho_Rodoviario,ES,-195.985,-402.012
BR-101,TRA,Trecho_Rodoviario,ES,-204.117,-404.592
BR-101,TRA,Trecho_Rodoviario,ES,-184.642,-399.293
BR-101,TRA,Trecho_Rodoviario,ES,-20.129,-402.982
BR-101,TRA,Trecho_Rodoviario,ES,-195.801,-401.877
BR-101,TRA,Trecho_Rodoviario,ES,-204.157,-404.599
BR-101,TRA,Trecho_Rodoviario,ES,-195.869,-401.908
BR-101,TRA,Trecho_Rodoviario,ES,-184.813,-399.242
BR-101,TRA,Trecho_Rodoviario,ES,-195.948,-40.198
BR-101,TRA,Trecho_Rodoviario,ES,-19.595,-401.983
BR-101,TRA,Trecho_Rodoviario,ES,-19.595,-401.983
BR-101,TRA,Trecho_Rodoviario,ES,-199.918,-404.142
BR-101,TRA,Trecho_Rodoviario,ES,-209.652,-411.069
BR-101,TRA,Trecho_Rodoviario,ES,-204.377,-404.598
BR-101,TRA,Trecho_Rodoviario,ES,-204.307,-404.594
BR-101,TRA,Trecho_Rodoviario,ES,-209.537,-410.924
BR-101,TRA,Trecho_Rodoviario,ES,-209.478,-410.896
BR-101,TRA,Trecho_Rodoviario,ES,-201.356,-402.923
BR-101,TRA,Trecho_Rodoviario,ES,-202.165,-40.27
BR-101,TRA,Trecho_Rodoviario,ES,-206.435,-405.597
BR-101,TRA,Trecho_Rodoviario,ES,-206.453,-405.644
BR-101,TRA,Trecho_Rodoviario,ES,-19.318,-400.757
BR-101,TRA,Trecho_Rodoviario,ES,-20.651,-406.326
BR-101,TRA,Trecho_Rodoviario,ES,-201.782,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-20.651,-406.338
BR-101,TRA,Trecho_Rodoviario,ES,-187.232,-398.613
BR-101,TRA,Trecho_Rodoviario,ES,-20.744,-407.602
BR-101,TRA,Trecho_Rodoviario,ES,-20.75,-407.601
BR-101,TRA,Trecho_Rodoviario,ES,-201.243,-403.037
BR-101,TRA,Trecho_Rodoviario,ES,-207.943,-408.121
BR-101,TRA,Trecho_Rodoviario,ES,-18.747,-39.862
BR-101,TRA,Trecho_Rodoviario,ES,-207.943,-408.121
BR-101,TRA,Trecho_Rodoviario,ES,-201.245,-403.034
BR-101,TRA,Trecho_Rodoviario,ES,-201.278,-402.997
BR-101,TRA,Trecho_Rodoviario,ES,-201.282,-402.993
BR-101,TRA,Trecho_Rodoviario,ES,-209.043,-410.631
BR-101,TRA,Trecho_Rodoviario,ES,-187.386,-39.861
BR-101,TRA,Trecho_Rodoviario,ES,-193.185,-400.754
BR-101,TRA,Trecho_Rodoviario,ES,-191.861,-400.945
BR-101,TRA,Trecho_Rodoviario,ES,-187.235,-398.611
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.738
BR-101,TRA,Trecho_Rodoviario,ES,-209.221,-410.784
BR-101,TRA,Trecho_Rodoviario,ES,-201.349,-402.925
BR-101,TRA,Trecho_Rodoviario,ES,-195.961,-401.992
BR-101,TRA,Trecho_Rodoviario,ES,-202.823,-403.932
BR-101,TRA,Trecho_Rodoviario,ES,-202.817,-403.933
