Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEC2AGA,2022.06,4.534.630.291,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2022.09,4.629.691.135,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2022.12,4.680.848.459,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2023.03,4.608.675.803,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2023.06,4.803.510.675,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2023.09,491.250.385,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AGA,2023.12,5.046.865.624,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,45-49,Actual,,
BDCQ.SEC2AHA,2011.06,2.523.795.708,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2011.09,2.580.353.342,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2011.12,2.704.857.596,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2012.03,2.597.981.069,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2012.06,2.709.892.982,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2012.09,274.664.793,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2012.12,2.877.188.049,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2013.03,2.721.950.743,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2013.06,2.850.934.673,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2013.09,2.892.555.784,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2013.12,3.057.136.391,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2014.03,2.830.433.494,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2014.06,2.992.647.905,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2014.09,3.071.234.345,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2014.12,3.199.834.264,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2015.03,2.950.570.352,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2015.06,3.103.760.808,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2015.09,3.213.577.227,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2015.12,323.447.896,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2016.03,3.135.126.742,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2016.06,319.782.809,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2016.09,323.063.068,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2016.12,3.323.490.161,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2017.03,3.178.071.043,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2017.06,3.300.446.308,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2017.09,3.333.135.082,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2017.12,3.462.108.261,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2018.03,3.291.859.208,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2018.06,3.438.205.011,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2018.09,3.472.627.871,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2018.12,3.656.486.143,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2019.03,3.385.337.562,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2019.06,359.466.034,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2019.09,3.641.599.503,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2019.12,3.906.581.157,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2020.03,358.870.296,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2020.06,3.643.699.284,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2020.09,3.898.685.444,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2020.12,3.929.840.232,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2021.03,3.921.213.073,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2021.06,4.045.948.103,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2021.09,4.181.741.925,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2021.12,4.376.752.894,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2022.03,4.293.712.167,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2022.06,446.091.546,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2022.09,4.582.194.982,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2022.12,4.712.357.158,,R,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2023.03,4.666.383.696,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2023.06,4.832.489.936,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2023.09,4.961.278.658,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AHA,2023.12,508.096.619,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,50-54,Actual,,
BDCQ.SEC2AIA,2011.06,189.848.818,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,55-59,Actual,,
BDCQ.SEC2AIA,2011.09,1.911.592.273,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,55-59,Actual,,
BDCQ.SEC2AIA,2011.12,202.317.873,,F,Value,6,Business Data Collection - BDC,Age by employment variable,Total earnings,55-59,Actual,,
